Job Title,Salary Estimate,Company Name,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue,Per hour,Employer Provided,min_sal,max_sal,avg_sal,Ratings,Company text,Remote,City,State,Age_Company,Size_greater_1000,Seniority
"Director, Data Science",$139K-$220K (Glassdoor est.),"Grainger
3.6","Lake Forest, IL",10000+ employees,1927.0,Company - Public,Wholesale,Business Services,$10+ billion (USD),0,0,139,139,139.0,3.6,Grainger,0,Lake Forest,IL,95.0,1,na
Scientist,$50K-$102K (Glassdoor est.),"EAG Laboratories
2.7","Maryland Heights, MO",501 to 1000 employees,1978.0,Subsidiary or Business Segment,Research & Development,Business Services,$50 to $100 million (USD),0,0,50,50,50.0,2.7,EAG Laboratories,0,Maryland Heights,MO,44.0,1,na
Data Scientist SR,$85K-$139K (Glassdoor est.),"The Buffalo Group
3.9","Charlottesville, VA",501 to 1000 employees,2010.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,85,85,85.0,3.9,The Buffalo Group,0,Charlottesville,VA,12.0,1,Sr
Data Scientist,$74K-$122K (Glassdoor est.),"Carmeuse
3.1","Pittsburgh, PA",1001 to 5000 employees,1860.0,Company - Private,Mining,Mining & Metals,$1 to $2 billion (USD),0,0,74,74,74.0,3.1,Carmeuse,0,Pittsburgh,PA,162.0,0,na
R&D Sr Data Scientist,$99K-$157K (Glassdoor est.),"HP Inc.
4.0","Vancouver, WA",10000+ employees,1939.0,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,99,99,99.0,4.0,HP Inc.,0,Vancouver,WA,83.0,1,Sr
Customer Data Scientist/Sales Engineer (Bay,$79K-$222K (Glassdoor est.),"h2o.ai
4.3","Mountain View, CA",201 to 500 employees,2011.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,79,79,79.0,4.3,h2o.ai,0,Mountain View,CA,11.0,0,na
Research Scientist,$57K-$118K (Glassdoor est.),"GNS Healthcare
1.9","Cambridge, MA",51 to 200 employees,2000.0,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10 to $25 million (USD),0,0,57,57,57.0,1.9,GNS Healthcare,0,Cambridge,MA,22.0,0,na
Data Scientist,$83K-$137K (Glassdoor est.),"Peraton
3.3","Chantilly, VA",1001 to 5000 employees,2017.0,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),0,0,83,83,83.0,3.3,Peraton,0,Chantilly,VA,5.0,0,na
Data Scientist,$86K-$141K (Glassdoor est.),"Pactera
4.4","San Jose, CA",10000+ employees,1995.0,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),0,0,86,86,86.0,4.4,Pactera,0,San Jose,CA,27.0,1,na
Data Scientist,$94K-$154K (Glassdoor est.),"Nurx
3.9","San Francisco, CA",51 to 200 employees,2016.0,Company - Private,Health Care Services & Hospitals,Health Care,$1 to $5 million (USD),0,0,94,94,94.0,3.9,Nurx,0,San Francisco,CA,6.0,0,na
Jr. Business Data Analyst,$37K-$76K (Glassdoor est.),"webfx.com
4.7","Harrisburg, PA",201 to 500 employees,1997.0,Company - Private,Advertising & Marketing,Business Services,$25 to $50 million (USD),0,0,37,37,37.0,4.7,webfx.com,0,Harrisburg,PA,25.0,0,Jr
Data Scientist,$100K-$160K (Glassdoor est.),"Johns Hopkins University Applied Physics Laboratory
4.5","Laurel, MD",5001 to 10000 employees,1942.0,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),0,0,100,100,100.0,4.5,Johns Hopkins University Applied Physics Laboratory,0,Laurel,MD,80.0,1,na
Data Analyst,$55K-$100K (Glassdoor est.),"Productive Edge
4.3","Chicago, IL",51 to 200 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,55,55,55.0,4.3,Productive Edge,0,Chicago,IL,14.0,0,na
Data Engineer,$60K-$114K (Glassdoor est.),"Excella Consulting
4.0","Arlington, VA",201 to 500 employees,2002.0,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,60,60,60.0,4.0,Excella Consulting,0,Arlington,VA,20.0,0,na
Data Analyst,$39K-$68K (Glassdoor est.),"Gensco
4.4","Tacoma, WA",501 to 1000 employees,1948.0,Company - Private,Wholesale,Business Services,$100 to $500 million (USD),0,0,39,39,39.0,4.4,Gensco,0,Tacoma,WA,74.0,1,na
Staff Data Scientist - Technology,$106K-$172K (Glassdoor est.),"Walmart
3.2","Plano, TX",10000+ employees,1962.0,Company - Public,"Department, Clothing, & Shoe Stores",Retail,$10+ billion (USD),0,0,106,106,106.0,3.2,Walmart,0,Plano,TX,60.0,1,na
Data Scientist,$86K-$142K (Glassdoor est.),"Logic20/20
3.8","San Jose, CA",201 to 500 employees,2005.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),0,0,86,86,86.0,3.8,Logic20/20,0,San Jose,CA,17.0,0,na
Data Scientist,$64K-$107K (Glassdoor est.),"goTRG
4.2","Miami, FL",501 to 1000 employees,2008.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,64,64,64.0,4.2,goTRG,0,Miami,FL,14.0,1,na
Data Management Specialist,$31K-$65K (Glassdoor est.),"NMR Consulting
4.5","Huntsville, AL",51 to 200 employees,1996.0,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),0,0,31,31,31.0,4.5,NMR Consulting,0,Huntsville,AL,26.0,0,na
E-Commerce Data Analyst,$34K-$62K (Glassdoor est.),"iSeatz
3.5","New Orleans, LA",51 to 200 employees,1999.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,34,34,34.0,3.5,iSeatz,0,New Orleans,LA,23.0,0,na
Sr. Scientist II,$117K-$231K (Glassdoor est.),"Nektar Therapeutics
3.5","San Francisco, CA",201 to 500 employees,1990.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),0,0,117,117,117.0,3.5,Nektar Therapeutics,0,San Francisco,CA,32.0,0,Sr
Insurance Data Scientist,$64K-$106K (Glassdoor est.),"TransUnion
3.9","Atlanta, GA",5001 to 10000 employees,1968.0,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),0,0,64,64,64.0,3.9,TransUnion,0,Atlanta,GA,54.0,1,na
Data Modeler,$79K-$134K (Glassdoor est.),"IT Concepts
4.7","Landover, MD",51 to 200 employees,2003.0,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),0,0,79,79,79.0,4.7,IT Concepts,0,Landover,MD,19.0,0,na
Data Analyst / Scientist,$52K-$93K (Glassdoor est.),"Scientific Research Corporation
4.2","Patuxent River, MD",1001 to 5000 employees,1988.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,52,52,52.0,4.2,Scientific Research Corporation,0,Patuxent River,MD,34.0,0,na
Scientist,$55K-$116K (Glassdoor est.),"General Dynamics Information Technology
3.4","Suitland, MD",10000+ employees,1996.0,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),0,0,55,55,55.0,3.4,General Dynamics Information Technology,0,Suitland,MD,26.0,1,na
Data Scientist,$72K-$123K (Glassdoor est.),"MITRE
3.2","McLean, VA",5001 to 10000 employees,1958.0,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),0,0,72,72,72.0,3.2,MITRE,0,McLean,VA,64.0,1,na
Data Scientist,$74K-$124K (Glassdoor est.),"The Buffalo Group
3.9","Fort Belvoir, VA",501 to 1000 employees,2010.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,74,74,74.0,3.9,The Buffalo Group,0,Fort Belvoir,VA,12.0,1,na
Data Analyst,$40K-$73K (Glassdoor est.),"DentaQuest
3.1","Milwaukee, WI",1001 to 5000 employees,2001.0,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),0,0,40,40,40.0,3.1,DentaQuest,0,Milwaukee,WI,21.0,0,na
Lead Data Scientist,$102K-$164K (Glassdoor est.),"Redjack
4.1","Silver Spring, MD",1 to 50 employees,2007.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,0,102,102,102.0,4.1,Redjack,0,Silver Spring,MD,15.0,0,Sr
Data Scientist,$89K-$153K (Glassdoor est.),"7Park Data
3.8","New York, NY",51 to 200 employees,2012.0,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,0,0,89,89,89.0,3.8,7Park Data,0,New York,NY,10.0,0,na
Data Scientist,$61K-$110K (Glassdoor est.),"Rapid Response Monitoring
4.7","Syracuse, NY",501 to 1000 employees,1992.0,Company - Private,Security Services,Business Services,Unknown / Non-Applicable,0,0,61,61,61.0,4.7,Rapid Response Monitoring,0,Syracuse,NY,30.0,1,na
"Data Scientist, Rice University",$65K-$110K (Glassdoor est.),"Trilogy Ed
4.3","Houston, TX",1001 to 5000 employees,2015.0,Subsidiary or Business Segment,Education Training Services,Education,Unknown / Non-Applicable,0,0,65,65,65.0,4.3,Trilogy Ed,0,Houston,TX,7.0,0,na
Senior Data Scientist,$200K-$275K(Employer est.),"Gallup
4.2","Washington, DC",1001 to 5000 employees,1935.0,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,0,0,200,200,200.0,4.2,Gallup,0,Washington,DC,87.0,0,Sr
Data Engineer,$68K-$123K (Glassdoor est.),"CapTech
3.9","Charlotte, NC",1001 to 5000 employees,1997.0,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),0,0,68,68,68.0,3.9,CapTech,0,Charlotte,NC,25.0,0,na
Senior Data Scientist,$80K-$129K (Glassdoor est.),"American Axle & Manufacturing
3.3","Southfield, MI",10000+ employees,1994.0,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),0,0,80,80,80.0,3.3,American Axle & Manufacturing,0,Southfield,MI,28.0,1,Sr
Financial Data Analyst,$41K-$72K (Glassdoor est.),"CentralReach
4.7","Matawan, NJ",201 to 500 employees,2012.0,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,0,0,41,41,41.0,4.7,CentralReach,0,Matawan,NJ,10.0,0,na
Senior Data Analyst,$39K-$71K (Glassdoor est.),"Integrate
4.3","Phoenix, AZ",201 to 500 employees,2010.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),0,0,39,39,39.0,4.3,Integrate,0,Phoenix,AZ,12.0,0,Sr
Research Scientist,$38K-$85K (Glassdoor est.),"Boys Town Hospital
2.9","Omaha, NE",1001 to 5000 employees,1977.0,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,38,38,38.0,2.9,Boys Town Hospital,0,Omaha,NE,45.0,0,na
Data Scientist,$121K-$193K (Glassdoor est.),"Demandbase
4.5","San Francisco, CA",201 to 500 employees,2006.0,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),0,0,121,121,121.0,4.5,Demandbase,0,San Francisco,CA,16.0,0,na
Data Engineer,$54K-$102K (Glassdoor est.),"Sapphire Digital
3.4","Lyndhurst, NJ",201 to 500 employees,2019.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,54,54,54.0,3.4,Sapphire Digital,0,Lyndhurst,NJ,3.0,0,na
Data Scientist,$83K-$144K (Glassdoor est.),"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ employees,1781.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),0,0,83,83,83.0,3.7,Takeda Pharmaceuticals,0,Cambridge,MA,241.0,1,na
Data Scientist,$120K-$160K (Glassdoor est.),"<intent>
4.6","New York, NY",51 to 200 employees,2009.0,Company - Private,Internet,Information Technology,$100 to $500 million (USD),0,0,120,120,120.0,4.6,<intent>,0,New York,NY,13.0,0,na
Data Scientist,$102K-$163K (Glassdoor est.),"Formation
3.2","San Francisco, CA",51 to 200 employees,2015.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,102,102,102.0,3.2,Formation,0,San Francisco,CA,7.0,0,na
Data Engineer,$76K-$140K (Glassdoor est.),"Autodesk
4.0","San Francisco, CA",5001 to 10000 employees,1982.0,Company - Public,Computer Hardware & Software,Information Technology,$2 to $5 billion (USD),0,0,76,76,76.0,4.0,Autodesk,0,San Francisco,CA,40.0,1,na
Ag Data Scientist,$60K-$101K (Glassdoor est.),"Beck's Hybrids
4.6","Atlanta, IN",501 to 1000 employees,1937.0,Company - Private,Farm Support Services,Agriculture & Forestry,$50 to $100 million (USD),0,0,60,60,60.0,4.6,Beck's Hybrids,0,Atlanta,IN,85.0,1,na
Data Scientist,$82K-$133K (Glassdoor est.),"DrFirst
2.8","Rockville, MD",201 to 500 employees,2000.0,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,82,82,82.0,2.8,DrFirst,0,Rockville,MD,22.0,0,na
Data Engineer,$65K-$125K (Glassdoor est.),"Object Partners
4.7","Minneapolis, MN",51 to 200 employees,1996.0,Company - Private,Consulting,Business Services,$25 to $50 million (USD),0,0,65,65,65.0,4.7,Object Partners,0,Minneapolis,MN,26.0,0,na
Data Scientist II,$91K-$148K (Glassdoor est.),"L.A. Care Health Plan
3.0","Los Angeles, CA",1001 to 5000 employees,1997.0,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,0,0,91,91,91.0,3.0,L.A. Care Health Plan,0,Los Angeles,CA,25.0,0,na
Senior Data Engineer,$95K-$173K (Glassdoor est.),"Red Ventures
3.2","Charlotte, NC",1001 to 5000 employees,2000.0,Company - Private,Advertising & Marketing,Business Services,$1 to $2 billion (USD),0,0,95,95,95.0,3.2,Red Ventures,0,Charlotte,NC,22.0,0,Sr
Data Scientist,$77K-$124K (Glassdoor est.),"Quick Base
4.4","Cambridge, MA",201 to 500 employees,1999.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,77,77,77.0,4.4,Quick Base,0,Cambridge,MA,23.0,0,na
Data Scientist,$80K-$135K (Glassdoor est.),"The E.W. Scripps Company
3.5","Cincinnati, OH",1001 to 5000 employees,1878.0,Company - Public,TV Broadcast & Cable Networks,Media,$500 million to $1 billion (USD),0,0,80,80,80.0,3.5,The E.W. Scripps Company,0,Cincinnati,OH,144.0,0,na
Data Engineer,$85K-$159K (Glassdoor est.),"Upside Business Travel
4.0","Washington, DC",51 to 200 employees,2015.0,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,0,0,85,85,85.0,4.0,Upside Business Travel,0,Washington,DC,7.0,0,na
Data Engineer,$80K-$105K(Employer est.),"Equity Residential
4.3","Chicago, IL",1001 to 5000 employees,1993.0,Company - Public,Real Estate,Real Estate,$2 to $5 billion (USD),0,0,80,80,80.0,4.3,Equity Residential,0,Chicago,IL,29.0,0,na
Data Analyst,$43K-$81K (Glassdoor est.),"Synagro
2.3","Baltimore, MD",501 to 1000 employees,1986.0,Company - Private,Research & Development,Business Services,$100 to $500 million (USD),0,0,43,43,43.0,2.3,Synagro,0,Baltimore,MD,36.0,1,na
Project Scientist,$29K-$50K (Glassdoor est.),"Alliance Source Testing
4.0","Alabaster, AL",51 to 200 employees,2000.0,Unknown,Architectural & Engineering Services,Business Services,$25 to $50 million (USD),0,0,29,29,29.0,4.0,Alliance Source Testing,0,Alabaster,AL,22.0,0,na
Data Scientist,$82K-$133K (Glassdoor est.),"Accuride International
3.6","Santa Fe Springs, Los Angeles, CA",1001 to 5000 employees,1966.0,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),0,0,82,82,82.0,3.6,Accuride International,0,Santa Fe Springs,CA,56.0,0,na
Data Analytics Manager,$26K-$55K (Glassdoor est.),"Full Potential Solutions
3.8","Kansas City, MO",501 to 1000 employees,2017.0,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,0,0,26,26,26.0,3.8,Full Potential Solutions,0,Kansas City,MO,5.0,1,na
Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,$61K-$118K (Glassdoor est.),"Visa Inc.
3.7","Ashburn, VA",10000+ employees,1958.0,Company - Public,IT Services,Information Technology,$10+ billion (USD),0,0,61,61,61.0,3.7,Visa Inc.,0,Ashburn,VA,64.0,1,Sr
Data Scientist,$60K-$102K (Glassdoor est.),"Maven Wave Partners
4.4","Chicago, IL",201 to 500 employees,2008.0,Company - Private,Consulting,Business Services,$50 to $100 million (USD),0,0,60,60,60.0,4.4,Maven Wave Partners,0,Chicago,IL,14.0,0,na
Senior Data Scientist,$112K-$182K (Glassdoor est.),"Novetta
4.0","Herndon, VA",501 to 1000 employees,2012.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),0,0,112,112,112.0,4.0,Novetta,0,Herndon,VA,10.0,1,Sr
Data Scientist,$64K-$106K (Glassdoor est.),"First Command Financial Services, Inc.
3.2","Fort Worth, TX",1001 to 5000 employees,1958.0,Company - Private,Brokerage Services,Finance,$100 to $500 million (USD),0,0,64,64,64.0,3.2,"First Command Financial Services, Inc.",0,Fort Worth,TX,64.0,0,na
Associate Scientist,$51K-$112K (Glassdoor est.),"Pharmavite
2.9","Valencia, CA",1001 to 5000 employees,1971.0,Company - Private,Consumer Products Manufacturing,Manufacturing,$1 to $2 billion (USD),0,0,51,51,51.0,2.9,Pharmavite,0,Valencia,CA,51.0,0,na
"Scientist 2, QC Viral Vector",$113K-$223K (Glassdoor est.),"BioMarin Pharmaceutical
3.8","Novato, CA",1001 to 5000 employees,1997.0,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$500 million to $1 billion (USD),0,0,113,113,113.0,3.8,BioMarin Pharmaceutical,0,Novato,CA,25.0,0,na
Machine Learning Engineer,$72K-$129K (Glassdoor est.),"Stratagem Group
4.3","Aurora, CO",1 to 50 employees,2007.0,Company - Private,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,0,0,72,72,72.0,4.3,Stratagem Group,0,Aurora,CO,15.0,0,na
Data Scientist/ML Engineer,$71K-$123K (Glassdoor est.),"PA Consulting
3.4","New York, NY",1001 to 5000 employees,1943.0,Company - Private,Consulting,Business Services,$100 to $500 million (USD),0,0,71,71,71.0,3.4,PA Consulting,0,New York,NY,79.0,0,na
Data Scientist,$64K-$106K (Glassdoor est.),"ManTech
4.1","Chantilly, VA",5001 to 10000 employees,1968.0,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),0,0,64,64,64.0,4.1,ManTech,0,Chantilly,VA,54.0,1,na
Customer Data Scientist,$118K-$189K (Glassdoor est.),"h2o.ai
4.3","Mountain View, CA",201 to 500 employees,2011.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,118,118,118.0,4.3,h2o.ai,0,Mountain View,CA,11.0,0,na
Data Engineer,Employer Provided Salary:$120K-$145K,"Gridiron IT
5.0","Tampa, FL",51 to 200 employees,2017.0,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,0,1,120,120,120.0,5.0,Gridiron IT,0,Tampa,FL,5.0,0,na
Data Engineer,$80K-$120K (Glassdoor est.),"Productive Edge
4.3","Chicago, IL",51 to 200 employees,2008.0,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),0,0,80,80,80.0,4.3,Productive Edge,0,Chicago,IL,14.0,0,na
Sr. Data Scientist,$80K-$130K (Glassdoor est.),"Evolve Vacation Rental
3.7","Denver, CO",201 to 500 employees,2011.0,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,0,0,80,80,80.0,3.7,Evolve Vacation Rental,0,Denver,CO,11.0,0,Sr
Data Engineer 4 - Contract,$59K-$115K (Glassdoor est.),"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT",10000+ employees,-1.0,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,0,0,59,59,59.0,4.2,The Church of Jesus Christ of Latter-day Saints,0,Riverton,UT,-1.0,1,na
Data Analyst - Asset Management,$71K-$136K (Glassdoor est.),"Maximus Real Estate Partners
4.3","San Francisco, CA",51 to 200 employees,2013.0,Company - Private,Real Estate,Real Estate,Unknown / Non-Applicable,0,0,71,71,71.0,4.3,Maximus Real Estate Partners,0,San Francisco,CA,9.0,0,na
Senior Research Scientist - Embedded System Development for DevOps,$81K-$167K (Glassdoor est.),"Software Engineering Institute
2.6","Pittsburgh, PA",501 to 1000 employees,1984.0,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,0,0,81,81,81.0,2.6,Software Engineering Institute,0,Pittsburgh,PA,38.0,1,Sr
Data Scientist - Bioinformatics,$49K-$85K (Glassdoor est.),"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965.0,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),0,0,49,49,49.0,3.8,PNNL,0,Richland,WA,57.0,0,na
Data Engineer,$60K-$114K (Glassdoor est.),"AVANADE
3.9","Washington, DC",10000+ employees,2000.0,Company - Private,IT Services,Information Technology,$2 to $5 billion (USD),0,0,60,60,60.0,3.9,AVANADE,0,Washington,DC,22.0,1,na
Customer Data Scientist/Sales Engineer,$71K-$204K (Glassdoor est.),"h2o.ai
4.3","Chicago, IL",201 to 500 employees,2011.0,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,0,0,71,71,71.0,4.3,h2o.ai,0,Chicago,IL,11.0,0,na
Lead Data Scientist,$75K-$125K (Glassdoor est.),"PatientPoint
3.8","Cincinnati, OH",201 to 500 employees,1987.0,Company - Private,Advertising & Marketing,Business Services,$100 to $500 million (USD),0,0,75,75,75.0,3.8,PatientPoint,0,Cincinnati,OH,35.0,0,Sr
